post_text,label
rt sokeepingcalm if we are to get any hashtag to trend its going to be this one bringbacklukeisapenguin sos_daily sos lukesos,1
rt sosfamupdater change your ig username back or i will find you lukesos,1
rt dofsos sos_daily they are already throwing a new tour and new album at us why mess with our emotions even more  bringbackluk,1
rt skhteecalum luke fucking chane your name back now,1
rt sos_daily luke how dare you bringbacklukeisapenguin  httpstcodgabevxm,1
rt sos_daily breaking news luke changed his user on instagram he is no longer a penguin sadsos via nomiijane httpstcoeqsrqlo,1
lucas you little nugget change it back ,1
rt sos_daily nooooo rip luke_is_a_penguin  viasosaddxcts  httpstcokgphnanoo,1
rt sosfamupdater luke changed his ig username its an end of an era youll be missed luke_is_a_penguin ,1
sosfamupdater change it back lucas,1
rt sosfamupdater what have you done luke httpstcodazl,1
feeling like shit bc my mom wont get me tickets to see sos,1
rt mnwild parises th of the year gets mnwild on board first cbjvsmin httpstcoxohiqzztr,1
rt mnwild zach attack mnwild goes up  with  left in the first cbjvsmin,1
rt sos_daily why does this look like fetus calum  httpstcoddyylsea,1
rt mnwild here we go mnwild and cbj underway at xcelenergyctr catch the game on  fsnorth and  kfan cbjvsmin,1
rt sos_daily w e a r e  k a w a y f r o m    k what is life,1
rt austinmahone ahhhhhhhhh millionmahomies  this is crazy i love each and everyone of you so much ,1
rt sos_daily sos with the one and only oprah httpstcowisvenciu,1
rt camerondallas i cannot see myself without you,1
rt ashtonsos now this is one of my favorite photos oprah it was lovely meeting you and yes we promise well httpstcolwdgeijrf,1
sos_daily im  okay  i  promise ,1
rt sos_daily heres a picture of michael shirtless to make up for whatever i tried doing just now thanks jordanrae httpstco,1
rt acaciabrinley baby took me on a ride  httpstcopbozagzv,1
rt simonbritton_ rt for a dm httpstcolmtyppmqcm,1
looks like im not getting tickets for slfl ,1
rt nashgrier if youll watch movies with me all night feel free to come over,1
rt calumsos the first day we flew into la we wrote this song its called waste the night i cant wait to play it live  day https,1
rt michaelsos money im sure you guys have heard this one just a fun song to make people feel good also got a httpstcosiilbzxz,1
sostumblrx calums face,1
rt sostumblrx luke winked at calum cake is real httpstcoyaasutyi,1
rt sostumblrx calums reaction when dog kissed him httpstcosepzrics,1
i cant wait for sounds good feels good,1
rt ashtonsos jesus dude i know you are busy and stuff but we have a new album,1
rt ashtonsos creed httpstcorxceyue,1
rt michaelsos im lonely like a castaway,1
sos his little bye at the end slsbsksbw,1
rt michaelsos holy shit sounds good feels good is out in australia httpstcoglmfeaqrj,1
rt michaelsos fuck these scalpers ugh dont buy overpriced tickets wait for them to come down youll get a ticket,1
rt bryanstars save me from the ones that haunt me in the night,1
rt sostumblrx the person who embarrass themselves the most would probably be i reckon its michael but thats why i love him  calum ,1
rt sosfamupdater michael have his first grown up shoes im emotional httpstcoffnkev,1
acaciabrinley y u so cute happy birthday though ,1
rt acaciabrinley idk why im up but i do know that im digging my hair httpstcoewiooulb,1
rt blackprints_ happy birthday to my little sister crazy weve known eachother for like  years now u a gorgeous yung hustla  http,1
rt gabriellasibaja happy birthday acaciabrinley thank u for being the exquisite human you are cant wait to celebrate  love you ht,1
rt weslehw happy birthday little sister ur all grown up now look  all of these gr memories growing up gether acaciabrinley httpst,1
no school for me today ,1
rt sandwahhh  happy birthday cacia  thx for all the times weve listened to miley cyrus together while eating in n out  httpstcom,1
rt sos the new broken scene is coming httpstcohqqffhdmg httpstcoxkluhbexr,1
rt iamlxgend this is why zendaya is so great httpstcorksbabvn,1
rt michaelsos is flirting via bitmoji called bexting,1
im sadi want cuddles ,1
rt sos cool httpstcosmswltbic,1
rt sos_daily this is such a great idea sos httpstcoqhuhpbvct,1
rt thasosfamily sos draining my bank balance one tour date at a time,1
rt sos_daily can we just take a life time to appreciate malum please  sosonamas httpstcoagfopcy,1
rt michaelsos im so hungry that i might eat my friends,1
danaemorrw dm me lol,1
danaemorrw its soundcheck presale rnyou get tickets with soundcheck too,1
i was on the site and two tickets for soundcheck are around  dollars  danaemorrw,1
rt ashtonsos i feel as though weve done  million interviews the past monthbut the main thing and the people who i want to understand ,1
rt nashgrier our decisions today define us tomorrow,1
currently trying to get my mom to get me tickets to see sos,1
rt bryanstars music saved my life,1
justinefam i was like that last year ,1
justinefam im sorry  im not too sure ill be going,1
rt idolstxlker sos tickets rt in  seconds for good luck  soundslivefeelslive soundsgoodfeelsgood votesos httpstcotlgxwe,1
danaemorrw if i dont get tickets im gonna be really sad bc ive waited too long to see them ,1
danae im not sure ill be able to get tickets  danaemorrw,1
sos_daily oh my god,1
rt sos_daily  good seats for slfl,1
still so fucking confused about this ticket shit ,1
rt aaroncarpenter its crazy how music can make you feel a certain way,1
rt crawfordcollins music is life,1
rt sos_daily the whole video is about being stuck ina job you might not like im sorry but calum seems to be enjoying his job https,1
rt sosgummybear retweet this to get sos put thru the haunted house on the theellenshow this friday ,1
rt sos_daily im crying acid why must he hurt me like this  httpstcodwupsqwht,1
rt sostumblrx shirtless ashton is what i live for httpstcorvhornbe,1
rt sosfamupdater look at them httpstcomoykjjon,1
rt sostumblrx michael is like year and a half older than me and i still call him my son,1
rt sos sounds good feels good four days httpstcolndgqzok httpstcozunmx,1
rt calumsos  days until sgfg this is my favourite character and song this is outerspace httptcoorisviro,1
rt sos doin some phone interviews httptcouwsgiuxjez,1
rt sos doin some phone interviews httptcotvuqxwl,1
rt sos_daily heres a picture of muke for absolutely no reason at all  httpstcozbrl,1
rt taylorcaniff best way to get back at someone is success,1
rt shawnmendes spending the next couple of days making music so excited,1
sos cuddle me,1
rt sosupdateww casually asking my dad to buy me sos tickets lets pray that he will say yes nana,1
danaemorrw i hate calum so much but i love him ,1
rt danaemorrw sleepyfivesauce cassidy halp,1
rt lukesos talking about founds good seals good,1
sos calums laugh is so damn cute,1
rt ashtonsos thank you for watching the hey everybody video if you have httptcoyqucghiij loves ya x httptcogvsljrkq,1
rt calumsos ate some chicken on tv this morning,1
rt sos we are traveling to so many new and epic places on the sounds live feels live tour  gt are we coming to you  ash xx,1
rt sos we cant afford to give up we gotta make our own luck httptcorfnopnky,1
rt calumsos all this promo is taking a toll sgfg httptcopprlwvi,1
rt michaelsos ready to talk about sounds good feels good,1
rt michaelsos cannot deal,1
rt sostumblrx youre the art bro httptcontyhgjyhe,1
rt shawnmendes goodnight  love you ,1
rt thebucktlist so in love with this season  httptcouwnvrcj,1
rt sostumblrx cause ive got a jet black fart and theres a hurricane underneath it trying to keep us apart changesoslyricstofart,1
_nurazierah sos_daily i could dm you them if youd like,1
rt jackjackjohnson when you accidentally pull a yo mama joke on your friend whos mom just passed away recently httptcokpjhwhxqd,1
rt jackjackjohnson just ran into a cute fan at the coffee shop by my house love seeing you guys so much nice to meet you grace  made ,1
jackjackjohnson what a babe ,1
rt jackjackjohnson thats an action stance right there httptcodjpkruej,1
rt jackjackjohnson i jump for joy when i think about food i havent eaten since last night and im about to and i actually just physicall,1
rt jackjackjohnson im sorry for being terribly inactive today love you guys,1
rt sostumblrx hes such a cutie httptcomrspemvd,1
rt sostumblrx malum are friendship goals httptconfyrdrok,1
rt sostumblrx when u level up so hard httptcoeuffsjdzy,1
rt sostumblrx im not sure but i love it httptcoijpaxyezb,1
rt sostumblrx me every single time i listen to heyeverybody httptcoxenvelqm,1
rt sostumblrx i feel like with sgfg michael is going to shine through x more than he did on the first album and i cant fucking wait,1
rt sostumblrx heres some ancient art work for you all httptcobnozcsafah,1
rt sos_daily i love you fam its almost time for sgfg whos excited,1
rt aaroncarpenter baby baby baby,1
rt camerondallas sometimes i feel like im not living life like im just in the background watching everyone else live,1
rt sostumblrx i just hope that theyre okay and fine and everything is okay with their health httptcoutosarlw,1
rt sosupdatesusa sos mums had dinner together thats so cute,1
rt sosfamupdater im here for every single one of you please dont let hurtful comments get to you sosfansarestrong ,1
rt sosfamupdater actlikeasosstan self harm is not a joke instead of wasting time on spreading hate maybe go outside do something wi,1
rt sosfamupdater this hashtag might be triggering and affect many people please dont respond to this and dont spread it we are bette,1
rt sosfamupdater mental illness and selfharm is not a joke please dont spread dont look up and dont respond to the actlikeaso,1
rt sosfamupdater mental illness and selfharm is not a joke please dont spread dont look up and dont respond to the actlikeaso,1
rt sosfamupdater its not a something touching just sos fans there are people who suffer and struggle every day and they are not a pa,1
rt sosfamupdater  suicide is not a joke  mental illness is not a joke  self harm is not a joke  being raised by a single parent is n,1
rt ashtonsos its saturday baby httpstcopverkecy,1
rt hayesgrier cant wait till the teams back in la tez alecbailey nashgrier jakefoushee,1
rt sos over a million views on the hey everybody video in less than  hours you guys are awesome httptcogmiwjvbux httptcoy,1
rt sos_daily michaelsos this could be us but you playin httptcoutvmwyoaiz,1
danaemorrw what,1
danaemorrw  holy shit lmfao,1
rt sostumblrx when you know you will fuck everyone up  httptcolhqnkyvhe,1
mnwild cant win them all,1
rt sos_daily  days till soundsgoodfeelsgood  httptcoovathkeuuy,1
aaroncarpenter hey love how are you ,1
sos_daily im trying to stay in calums lane,1
rt sos_daily someone stop this madness httptcoqotujgllaf,1
rt mnwild kings win it in overtime mnwild snags one point against la minnesota takes on anaheim on sunday httptcohjmsrygpk,1
rt sosupdatesusa i love you for you just like music and sos love you love yourself i know its so so hard but you can love yourself,1
rt sosupdatesusa dont do anything dumb today i love you and will miss you,1
rt sosupdatesusa and i love you okay i know you might think i dont count but i love you,1
rt sosupdatesusa if i can love myself i can love you and i love you,1
rt sosupdatesusa somedays life sucks but thats life,1
rt mnwild to overtime we go mnwild and lakings tied  on ot is next minvslak,1
rt mnwild penalty to la mnwild to the pp with  left in the third period,1
rt mnwild kings take a minor penalty for boarding mnwild goes to pp after the commercial break  left in the third  game minv,1
rt mnwild capfinn koivu gets his second goal in as many games mnwild  with lakings in the third period minvslak,1
rt mnwild tie game mnwild gets a ppg and were tied  minvslak,1
malumftwxx it feels good having someone talk to me on da twitter  im such a loner lol,1
rt sos_daily glad yall like the lock screens i made  httptcosjtzynz,1
danaemorrw cutie ,1
danaemorrw  its on my vine i had to scroll down so far lol,1
malumftwxx flowers are pretty but michael is prettier ,1
malumftwxx sos_daily nice  i like waking up and seeing calum aha ,1
rt sos_daily ashton lock screen  httptcogizbjkhf,1
rt camerondallas go watch the trailer in my last post tweet this link  httptcolmenvnaa with theoutfieldmovie for a follow,1
rt camerondallas makes me happy when i see cam amp nash tweets again cash nashgrier theoutfieldmovie its up  preorder here htt,1
rt sos_daily michael lock screen  httptcofqjxckp,1
sos_daily my little sunshine ,1
rt sos_daily calum lock screen  httptcocjgjjzljnr,1
sos_daily hes so cute fuck,1
rt sos_daily here ya go my little nuggets httptcojwjkgqulxr,1
rt camerondallas i dont have a lot of close friends but id do anything for the ones i have,1
rt mnwild mnwild and lakings locked at  after  minutes in la minvslak httptcorgusndbg,1
rt mnwild scandella takes a tripping penalty with  seconds left in the first period mnwild pk time minvslak,1
rt aaroncarpenter its actually cold,1
rt sosfamupdater i swear this band httptcoogoevtj,1
rt taylorcaniff i cant believe she knew we was dating,1
rt taylorcaniff some girl came up to me and goes are you taylor i said maybe her friend goes oh taylor the one thats maybe dating nas,1
rt nashgrier the decisions we make define our lives but sometimes the hardest choice is following your heart,1
rt sosupdateww im setting myself on fire httpstcoabjeboing,1
sos im so emotional isksbsosbs you guys made it,1
rt sos emma_louisee_xo madison square garden omg,1
rt sos we can all get some yeah we can all get paid heyeverybodymusicvideo httptcogmiwjvbux httptcoxrmavjjq,1
rt isaacrentz most bands want me to shoot them as cool amp sexy as possible this isnt one of those bands heyeverybodymusicvideo httpt,1
rt amazingphil wow i loved the martian i give it  mars bars out of  basketball emoji is the closest thing to mars i could find,1
rt nashgrier time for a following spree camerondallas preordertheoutfield theoutfieldmovie httpstcoaqznrvjepv,1
i might actually get to go god bless sos calumsos lukesos michaelsos ashtonsos,1
rt michaelsos north american sounds live feels live tour holy shit everything is happening all at once httptcozeyxxxwbz,1
rt sosupdateww im so proud they made it sos will play at msg ,1
rt camerondallas the outfield is finally here  im so excited to show you watch the trailer here httptcolmenvnaa twee,1
rt mikeyscreamo michael is me when i listen to music heyeverybodymusicvideo httptcombzsbfmwcq,1
rt moonlightginger before watching heyeverybodymusicvideo vs after watching it httptcojlathyekvv,1
rt ashtonsos here it is my favorite video weve ever made httptcoyqucgphk httptcoikbcnonbcf,1
rt sos north america were bringing sounds live feels live out to you guys httptcooikqhmtb httptcoaxnmoikeuf,1
danisnotonfire hi my name is dan ,1
rt danisnotonfire apparently it has been six years since i uploaded my first video i am very sorry and take responsibility for any procra,1
rt sosupdateww i think im not ready for this one heyeverybodymusicvideo,1
rt ashtonsos me or kidrock  httptcoyiajokhwz,1
rt calumsos  minutes till the hey everybody video,1
rt shawnmendes snapchat is so fun,1
rt sos sounds good feels good one week httptcowcktbovy,1
rt sosfamupdater malum will rise ariassos httptcokfsdkj,1
rt aaroncarpenter miss u dudes graysondolan ethandolan camerondallas,1
rt mnwild congrats to devan dubnyk who earned his th nhl win tonight thats his th win in  games wmnwild duuuuubs httptc,1
rt mnwild  seconds left in the third period,1
sos_daily fuck no,1
rt sos_daily ohh no httptcottlmhuxu,1
rt mnwild  to go in the third period brodin takes a minor penalty mnwild to the pk,1
rt mnwild on hockey with carter and downie in the box mnwild,1
rt mnwild  left in the third period mnwild leading coyotes  minvsari,1
rt sos_gotcakes what the fuck is this sos_daily httptcolmounwthz,1
rt sos_daily sos for the guardian  tony mottemi httptcobrjyfh,1
rt mnwild dumba gets two minutes for tripping with  to go in the third,1
rt sos_daily sos for the guardian  tony mottemi httptcohpbaaynoyx,1
rt mnwild prosser to the box with  left in the third mnwild pk time,1
rt mnwild mnwild and coyotes drop the puck for the third period minnesota leads  minvsari,1
rt mnwild domi scores with  seconds remaining in the second period mnwild leads ,1
rt mnwild phenomenal job by brodin to clear the puck from the crease mnwild minvsari httptcodekjgofeap,1
noelleamarie sosupdateww ashtons proud of you ,1
rt mnwild how to celebrate your th nhl goal mnwild httptcoggenckve,1
rt mnwild brodin with the huge save by sweeping the puck out of the crease mnwild on the pk,1
rt mnwild that shorthanded goal by koivu though mnwild httptcowtfszedrpe,1
rt mnwild but granlund gets it right back mnwild goes up  with  left in the second minvsari,1
rt mnwild capfinn koivu mnwild up  with  to go in the second minvsari httptcownohampmrh,1
rt mnwild penalty to brodinmnwild goes to the pk with  left in the second,1
rt mnwild penalty to brodinmnwild goes to the pk with  left in the second,1
im sorry im diagnosed with depression,1
im sorry for being bad friend,1
rt pentaholic_ because no one really cares,1
pentaholic_ fake smile im an expert doing that gt,1
rt pentaholic_ im too skinny pathetic ugly awkward dumb assuming boring shit,1
im sick of this motherfucking shit kaitlyn yeah im gonna fucking call you out stop trying to make shit even worse ,1
my wrist covered amp soaked in blood with my tears on top of it,1
i never blamed shit on you if i blame anyone its myself cuts,1
most of the people that i subtweet about dont even have twitter so stop thinking im talking about you kay,1
you dont realize how much i feel like shit now,1
i hate myself cuts cuts and cuts constantly,1
i hate that ive made you hurt yourself as much as i hurt myself cuts,1
i hate the fact that ive caused you so much pain cuts,1
i hate the fact that i just let go of the one who cared most cuts,1
i hate the fact that you kept this from me cuts,1
rt feelingthepain_ the worst kind of pain is when you smile just to keep the tears from falling,1
rt feelingthepain_ i dont cut because i want to die,1
rt feelingthepain_ dont get me wrong sometimes i do want to die,1
rt feelingthepain_ i cut to forget,1
rt feelingthepain_ but thats not why i cut,1
rt feelingthepain_ i cut to get rid of the pain,1
rt feelingthepain_ i cut to hide what i feel from people,1
rt feelingthepain_ i cut because thats how i get away,1
rt feelingthepain_ i cut because i get tired of everything,1
rt feelingthepain_ i cut because its the only way,1
rt feelingthepain_ behind my smile is a world of pain,1
the fact that feelingthepain_ is my best freakin friend ,1
my  name is wrong cutting isnt the way its my way,1
i hope everyone doing this cutforbieber shit knows theyre getting into something theyll never get out of cuttingisntajoke,1
it makes cutters look like a joke,1
whoever came up with this cutbieber shit is stupid,1
ive got scars on my body and stories ill never tell,1
rt feelingthepain_ i cant do anything right,1
rt feelingthepain_ pain pain go away slit my wrists and let me fade,1
rt feelingthepain_ i could give up any second now and no one would care,1
rt feelingthepain_ i did it again and now i just cant stop,1
rt feelingthepain_ this cutforbieber shit is making selfharm look like a fuckin joke how do you think it makes the people who rea ,1
cutting is like smoking once you start its hard to stop lt,1
but you know me foreverafuckup,1
im not encouraging you to do it though,1
it feels awesome lt,1
it burns more and you bleed more,1
if you get your arm wet in the shower dry it off with a towel still in the shower and then take a pair of wet then dry scissors,1
im not encouraging you but,1
i learned something my fellow cutters,1
let me bleed,1
i love justin i do but i wouldnt do that for him,1
not bieber,1
for my own reasons,1
but i have more,1
at all,1
that stuffs not funny,1
whatever,1
hes got so many beliebers cutting now,1
i cant believe justin didnt say anything about that,1
bieber means more to me than my wrist what once you cut its hard to stop ,1
but this cutbieber shit is retarded,1
soo i did it again morecuts,1
fuck you you you and you,1
everyday you say im a fuck up stupid fat worthless a dumb ass etc amp im tired of this shit,1
thats all i am to everyone,1
failure,1
thats why i try my best to prove you wrong but become a failure in the end,1
everyday you say im worthless,1
thats why im  pounds underweight,1
everyday you tell me im fat,1
fresh ones lt,1
the burning sensation is so strong lt god i fucking love itt,1
everyones like poor you amp that must suck im just sitting there like you dont even know,1
rt feelingthepain_ if only you knew how many times a day i think about ending it all,1
whenever im in a good mood i think that i dont deserve it amp cut some more lt,1
in the day time im not as depressed but when it comes to night time cut cut cut ,1
rt feelingthepain_ nobody else cares about me why should i care about myself,1
i tell myself everyday that cutting is bad but ten seconds later i cant wait to bleed again,1
no one even gives two shits about me,1
no one understands me or how i feel,1
rt feelingthepain_ dont call me emo or i will cry you a river of blood and pain and die and it will all be your fault,1
rt i_cry_too these scars wouldnt be so hidden if you would just look me in the eyes,1
rt feelingthepain_ i say to myself hurting yourself isnt good but i dont stop i actully cant wait to see my wrists bleed again,1
rt feelingthepain_ dont ask me about it so i dont have to lie,1
rt feelingthepain_ i will leave when the pain of staying is greater than the pain of leaving,1
selfharming im sorry httptcomoqdsokn,1
feelingthepain_ the worst kind of pain is when you smile just to keep the tears from falling god dont i know this feeling,1
i want to be free httptcojcormr,1
im a fighter lt httptcosnvwmo,1
rt acon_mahomie i am so stressed right now i cant control these feels,1
rt acon_mahomie im such an idiot,1
rt acon_mahomie no one understands how i feel this is why i never talk to anyone about my problems cant you just accept the fact th ,1
rt acon_mahomie people are always like oh ill always be here for yoult okay where are you now hmm,1
rt acon_mahomie i just want to miss school for a few weeks not text anyone or get online amp see if anyone will notice if im gone,1
rt mesucksatlife you know what i dont know what i feel,1
rt mesucksatlife im nothing special why do you want to help me,1
mesucksatlife you dont know what its like to live this life,1
rt mesucksatlife id rather be upset than lied too,1
rt mesucksatlife sorry i try to make myself happy,1
rt mesucksatlife i had cuts amp i dont remember why but now i have new ones because i cant help myself,1
rt mesucksatlife thats how upset i just got,1
rt mesucksatlife im sorry cutting just made me feel so much better,1
rt mesucksatlife their so deep,1
rt mesucksatlife i promised people i would never cut again but you have driven me over the edge i had too,1
mesucksatlife im done trying,1
rt mesucksatlife im done trying,1
rt mesucksatlife im done trying to be someone who i obviously wasnt meant to be,1
rt mesucksatlife im done trying to be a good friend,1
rt mesucksatlife im done trying to make you happy,1
rt mesucksatlife im done trying to make other friends,1
rt mesucksatlife im done trying to ignore the situation like you are,1
rt mesucksatlife im done trying to stop cutting,1
rt mesucksatlife im done trying to be the best i can be,1
rt mesucksatlife lets face it im not perfect and you want me to be so thats obviously why you only come to me when you need som ,1
rt mesucksatlife storybehindmyscar friends,1
rt mesucksatlife storybehindmyscar backstabbers,1
rt mesucksatlife storybehindmyscar love,1
rt mesucksatlife storybehindmyscar death,1
i havent looked at my scissors in weeks but last night it was tempting and i couldnt help myself nomorebutterflies,1
i wish someone actually cared,1
much less myself,1
i wish i had control of my own life,1
i wish i was stronger,1
the nights are the worst because thats when i start thinking about everything bad and lose it cutterprobz,1
rt feelingthepain_ i cant take this anymore id rather be dead,1
feelingthepain_ sometimes i think stop but i know i deserve everything ive done to myself,1
rt feelingthepain_ if i killed myself would you even miss me,1
feelingthepain_ this explains everything httptcokveruaw amen,1
hope it haunts you forever that youre the reason for the scars on my body,1
im sorry,1
im sorry i lie and say im fine,1
im sorry i hide my emotions,1
im sorry i want to kill myself,1
im sorry i want to die,1
im sorry i want to give up,1
im sorry i break promises,1
im sorry i cut,1
im sorry im not perfect,1
you dont know what its like to feel unwanted,1
rt fingersinthroat i wanna cut i wanna cut i wanna cut i wanna cut i wanna cut i wanna cut i wanna cut i wanna cut i wanna cut ,1
rt self_harm_ ive been doing so well but tonight things have started to go downhill again,1
rt imselfharm feeling light headed all the time,1
because im so sick of being called fat everyday,1
you want to know why im underweight,1
every day i fight with myself,1
do you have any idea what it feels like to never be good enough,1
im losing my mind everything is falling apart i dont know how much more i can handle,1
rt imselfharm where were you when i needed you most,1
i get told everyday so i know its true,1
im worthless,1
im worthless,1
tweetyourfear not having peope there for me lt,1
when i get in a fight with my bestfriend cut cut cut,1
storybehindmyscar which one of them ,1
rt selfharmsdoll lifefacts sometimes the people who act the happiest are the ones who are going through the most that is so me,1
but who would love a girl who cuts herself,1
i want to be loved,1
things i have achieved in   i didnt kill myself  i didnt kill anyone else,1
rt self_harm_ weliveinagenerationwhere mental illness has taken over the minds of many teenagers and is destroying the lives of them ,1
i love slapping my fresh ones and feeling it burrrrn lt,1
god the burning sensation is amazing lt,1
i paint a pretty picture but my story has a twist my paintbrush is my razor amp my canvas is my wrist lt,1
i stopped then i just lost it amp started again,1
cutting you dont know how much better it makes me feel lt,1
cutting you dont know how much better it makes me feel lt,1
i was diagnosed with depression in th grade but id be damned if i wasnt the funniest mf in class lol,1
a lot of times funny people enjoy making others laugh cause they know how it feels to have nothing to smile about httpstcoiebarv,1
rt favianx lol these niggas dumb,1
rt capnwontsaveaho bro lets not do this again  httpstcoqvhaelcmwj,1
me and kellen used to get hella virusus on his moms computer then try to save up money to fix it back in jr high ,1
this how twitterafterdark started in  ,1
rt capnwontsaveaho lefty and righty are always down for a good time when no one else is  httpstcoldkobbyvt,1
my nigga  httpstcofmlajl,1
rt javon_kdl i was on reality kings religiously around th grade those cool too tho httpstcopdzxtp,1
rt brisonaintshiit having anxiety is the worst thing someone can go thru idc what anyone says,1
rt capnwontsaveaho so we gonna act like bet uncut didnt exist httpstcokewbormg,1
im weak ,1
rt erikt yeesssss i still called her ms lehman though because in my eyes she never got married httpstcowvwusghkrw,1
rt sandraaharos daddyrodge_ i haaaate you ,1
mrs engle was one of a kind,1
i knew i was going threw puberty when i saw my th grade english teacher eating a banana and thinking damn what that mouf do,1
my phone always dying faster than chris brown in stomp the yard,1
rt javon_kdl damn if it was acting like these hos youd be fucked httpstcorzydmjjwe,1
rt brisonaintshiit having a good heart fucks you up in this generation,1
i dont know his name but he looks like a cornelius,1
free my nigga cornelius he aint do shit httpstcovffufjgqj,1
ive just been exhausted lately,1
cyberhoe httpstcoozykyvi,1
rt workouthumor all i want httpstcozjthkgafm,1
rt favianx you aint lien  httpstconrxmiwtts,1
httpstcomyqrbyxyi got all the best free movies online,1
thaharos damn bro sorry to hear that you in my shoes now,1
thaharos what happened my nigga,1
motherphonker thdimdreamz you just make that dope,1
jacobalfaro lmaooo my nigga ,1
rt jacobalfaro i thought this was gonna be a legit site  hate you bro httpstcoqjgjcrt,1
rt druggievibes the truth about cats httpstcoqbqfjkhbl,1
erikc_u izayathegod mrgo_ham yea its just a clip i saw the full one on fb,1
izayathegod mrgo_ham erikc_u this is a clip of the one we were talking about,1
i dont think dj khaled is all there,1
i could watch creed like x in a row,1
rt wolfofwillowst im dedicating my life to selling melons and tomatoes outside of san diego city limits,1
tmarie they can even swim  mph lol,1
tmarie then what are those httpstcoizmdhcnxjf,1
all i want this year are some retro  s  httpstcoiprlgnltqn,1
rt wolfofwillowst it dont matter how good you look or how much money you have if you dont have a brain that functions at a higher level,1
lmao my nigga httpstcoggcgzxpjmu,1
rt wolfofwillowst and dont try to get with someone knowing that aint what you really want but think you can mold them into something ,1
mayrawestaf zaylee,1
anyways fuck the broncos,1
its better to learn from others mistakes so you dont have to find yourself in unfortunate situations,1
tbh i thought i was bouta go in today dodged a bullet,1
rt robbyrobtt some of us suffer in silence,1
nervous but fuck it what can ya do,1
fuck the broncos though im out ,1
fuck the broncos good morning,1
me rn httpstcomyvtbqblb,1
now every time i get hype about something i start hitting that hotline bling where drake is hitting the tennis ball ,1
rt thedouch_ ppl rly making fun of the patriots for losing one game like the last time they lost wasnt ,1
you dont say httpstcojlrxgqit,1
fuck yea we need the gronk httpstcojgtpaqt,1
rt dougkyed gronk is standing at his locker bent over to pick up clothes no crutches walking around,1
rt demar_ eaglescentral eagles are going to face the angriest patriots team in the world next week im picking the patriots to win ,1
chas_ lol f u chasity ,1
i was bouta be schleep the we lost and i got pissed now im not tired ,1
ima be pissed till next sunday when we smash the eagles ,1
i was more stressed about the game then going to check in with my po tomorrow and telling him about my possession charge,1
itsceleste_m well dont ask if you dont care just telling you how our offense was out,1
everybody talking shit about the patriots can suck a fat dick and watch us win the superbowl,1
youre not a true bronco fan then  httpstcoapxfacuar,1
edelman was out amendola was out lewis was out and gronk wasnt there to help in ot httpstcoeplbqldga,1
if patrick bitchass chung wouldnt have been holding like a dumbass we wouldnt have even went to ot fuck fuck fuck,1
most of our offense was second string lol httpstcofvosepp,1
and that nigga let me down fuckthebroncos,1
that game had me praying to a god i dont believe in,1
olivas_c i prefer carls senior lol,1
im wearing the same shit thats in my avi cause its game day ,1
pats bouta tear that pony ass up tonight,1
thaharos tabarigrubbs thats an easy benji,1
bodiddy its a mandatory three days  interlockprobation but i bet theyll count last night as a day served,1
dont show this to trump httpstcotbntburpsg,1
bodiddy probation which isnt shit but checking in once a month,1
bodiddy youll just do two bro then three  hour days of community service at the dump or sheriff dept and a year of the interlockdwi,1
lilieey i am a sinner who is probably gonna sin again lord forgive me for the things i do not understand ,1
bodiddy gah diddly bodiddy i got one in may and this interlock bullshit is a pain in the ass and the monthly check ins smh,1
rt coorslight_cano daddyrodge_  lmfao no love in the dirty burque ,1
coorslight_cano you see this lmao httpstcolxqihenjr,1
rt jrayrichardson one thing im guilty of is thinking ahead and stressing out relax and live in the now,1
youre the definition of ratchet if you use the word finna instead of saying about to,1
rt lucyr__ daddyrodge_ every time same time of year needa go on somewhere else ,1
rt lucyr__ oh i have a cold sikeeeee its just my sinuses ruining my life,1
same httpstcoewwbdtoxu,1
rt capnwontsaveaho real shit httpstcotnnwzwulm,1
enjoy your highschool days my friends after that you blend in with the rest of us and your popularity doesnt mean shit or pay the bills,1
mayrawestaf only to you feel special,1
mayrawestaf ill remind you periodically,1
we spend too much time dwelling on the shit that we cant change and not enough time focusing on what we can,1
sinus congestion is the worst part of the winter for me,1
rt stud_andre how your girl expects you to treat any other girl thats not her  httpstcoflumagmo,1
unless im drunk i get pretty unpredictable sorry if thats my first impression ,1
people always assume im an asshole based off my tweets until they meet me and realize im a nice dude lol,1
i dont know where id be without you here with me life with you makes perfect sense youre my best friend,1
peep this hobbs  lol httpstcolgozrxcni,1
ready to see my patriots tear the broncos up tomorrow ,1
me too girl httpstcoxkhftnxq,1
by my lonesome,1
hot tub and brad paisley type of night ,1
ayyylexisc verocaldy aylin_itzel why you always being a beaner with your liquor aylin  lol jk ,1
verocaldy ayyylexisc aylin_itzel  thats my face every time,1
lol hell yea httpstconrtnhzjm,1
rt mrgo_ham when you know almost every person they put on the newswest  page from hobbs  hobbsproblems,1
kimberly_m those are just your shoes lol,1
rt _bryceflores bruh httpstcosjslguvkb,1
mrgo_ham awill_therd they went from  legged race to my third leg in your face,1
its not that deep fam httpstcowitpnrxy,1
i didnt lose my virginity till after jr high now young hoes be throwing that ass back after play day,1
when you niggas find a girl that keeps to herself in public but is  comfortable around you then youll be winning in life,1
i miss my boy awill we stayed clownin ,1
